id;"Comp. Word";Pronunciation;"English Translation";Frequency
831;売上;uriage;"amount sold";14289
832;公園;kooen;park;14288
833;打席;daseki;"batter's box";14278
834;多発;tahatu;"repeated occurrence";14274
835;若手;wakate;"young person";14271
836;運用;unyoo;"making use of";14264
837;確実;kakuzitu;certainty;14240
838;友人;yuuzin;friend;14240
839;懲役;tyooeki;"penal servitude";14213
840;証言;syoogen;evidence;14207
841;料金;ryookin;fee;14207
842;勤務;kinmu;service;14186
843;株主;kabunusi;shareholder;14166
844;義務;gimu;duty;14161
845;来日;rainiti;"arrival in Japan";14114
846;設定;settei;establishment;14104
847;動物;doobutu;animal;14099
848;制裁;seisai;restraint;14085
849;弁護;bengo;defense;14035
850;上位;zyooi;superior;14014
851;拘束;koosoku;restriction;13980
852;構想;koosoo;plan;13858
853;兵器;heiki;arms;13843
854;引退;intai;retire;13823
855;共通;kyootuu;commonness;13783
856;父親;titioya;father;13783
857;直前;tyokuzen;"just before";13752
858;暫定;zantei;tentative;13744
859;指名;simei;name;13736
860;判明;hanmei;establishing;13703
861;強制;kyoosei;obligation;13667
862;向上;koozyoo;elevation;13602
863;今日;kyoo;today;13508
864;夫婦;huuhu;"married couple";13508
865;適時;tekizi;timely;13506
866;英語;eigo;English;13501
867;抗議;koogi;protest;13485
868;緊張;kintyoo;tension;13479
869;有力;yuuryoku;influential;13473
870;議席;giseki;"parliamentary seat";13462
871;命令;meirei;order;13454
872;氏名;simei;"full name";13450
873;被災;hisai;"being a victim of";13437
874;付近;hukin;neighbourhood;13414
875;同盟;doomei;alliance;13408
876;排出;haisyutu;evacuation;13398
877;日々;hibi;"every day";13366
878;高裁;koosai;"High Court";13345
879;事前;zizen;prior;13334
880;従業;zyuugyoo;employment;13331
881;次期;ziki;"next term";13316
882;連敗;renpai;"consecutive defeats";13312
883;温暖;ondan;warmth;13293
884;広告;kookoku;advertisement;13264
885;公的;kooteki;public;13261
886;援助;enzyo;assistance;13240
887;劇場;gekizyoo;theatre;13236
888;相撲;sumoo;"sumo wrestling";13227
889;反応;hannoo;reaction;13209
890;中学;tyuugaku;"middle school";13208
891;訓練;kunren;practice;13198
892;供述;kyoozyutu;affidavit;13190
893;来月;raigetu;"next month";13147
894;提携;teikei;cooperation;13139
895;北部;hokubu;"northern part";13118
896;周年;syuunen;"whole year";13102
897;検証;kensyoo;verification;13101
898;民族;minzoku;people;13095
899;推薦;suisen;recommendation;13067
900;土地;toti;"plot of land";13067
901;囲碁;igo;go;13057
902;犠牲;gisei;victim;13054
903;指揮;siki;command;13054
904;圧力;aturyoku;pressure;13033
905;特徴;tokutyoo;feature;13030
906;仲間;nakama;company;13028
907;楽天;rakuten;optimism;13010
908;司法;sihoo;"administration of justice";12976
909;完成;kansei;complete;12942
910;結論;keturon;conclusion;12933
911;資格;sikaku;qualifications;12924
912;著者;tyosya;author;12899
913;選考;senkoo;selection;12881
914;話題;wadai;topic;12877
915;論議;rongi;discussion;12872
916;浮上;huzyoo;surfacing;12842
917;普及;hukyuu;diffusion;12838
918;終値;owarine;"closing price";12828
919;保守;hosyu;maintenance;12806
920;供給;kyookyuu;supply;12801
921;項目;koomoku;item;12780
922;業績;gyooseki;achievement;12772
923;時点;ziten;"point in time";12758
924;下旬;gezyun;month;12743
925;視聴;sityoo;"looking and listening";12733
926;採択;saitaku;adoption;12720
927;参拝;sanpai;"visit to a shrine or temple";12649
928;徹底;tettei;thoroughness;12634
929;加入;kanyuu;"becoming a member";12615
930;発電;hatuden;generation;12604
931;課長;katyoo;"section manager";12598
932;充実;zyuuzitu;fullness;12589
933;爆弾;bakudan;bomb;12587
934;簡単;kantan;simple;12576
935;格差;kakusa;"qualitative difference";12554
936;証拠;syooko;evidence;12496
937;一定;ittei;fixed;12477
938;毎年;maitosi;"every year";12473
939;内部;naibu;interior;12459
940;演奏;ensoo;"musical performance";12456
941;物質;bussitu;material;12456
942;明記;meiki;"clear writing";12456
943;日曜;nitiyoo;Sunday;12443
944;広報;koohoo;"public relations";12429
945;災害;saigai;calamity;12407
946;中小;tyuusyoo;"small to medium";12365
947;謝罪;syazai;apology;12361
948;主席;syuseki;head;12342
949;臨時;rinzi;temporary;12320
950;需要;zyuyoo;demand;12307
951;彼女;kanozyo;she;12295
952;電気;denki;electricity;12283
953;食事;syokuzi;meal;12274
954;診断;sindan;diagnosis;12273
955;新型;singata;"new type";12264
956;基礎;kiso;foundation;12253
957;税制;zeisei;"tax system";12241
958;限定;gentei;limit;12213
959;非難;hinan;criticism;12185
960;本来;honrai;originally;12170
961;学習;gakusyuu;study;12166
962;支配;sihai;rule;12156
963;提示;teizi;presentation;12149
964;県内;kennai;"within the prefecture";12143
965;投球;tookyuu;pitching;12141
966;大臣;daizin;"cabinet minister";12136
967;権利;kenri;right;12104
968;守備;syubi;defense;12085
969;協定;kyootei;arrangement;12076
970;死者;sisya;casualty;12073
971;解消;kaisyoo;cancellation;12070
972;記憶;kioku;memory;12052
973;負傷;husyoo;injury;12050
974;発覚;hakkaku;detection;12049
975;打撃;dageki;blow;12041
976;対決;taiketu;confrontation;12037
977;喪主;mosyu;"chief mourner";12009
978;返還;henkan;return;12009
979;両親;ryoosin;parents;12006
980;就職;syuusyoku;"finding employment";12004
981;世帯;setai;household;11987
982;実質;zissitu;substance;11986
983;詐欺;sagi;fraud;11978
984;装置;sooti;equipment;11976
985;文部;monbu;"Ministry of Education, Culture, Sports, Science and Technology";11952
986;出資;syussi;investment;11945
987;上場;zyoozyoo;listing;11923
988;宗教;syuukyoo;religion;11894
989;参考;sankoo;reference;11884
990;公演;kooen;"public performance";11875
991;投入;toonyuu;"throwing into";11868
992;反映;hanei;reflection;11824
993;打率;daritu;"batting average";11814
994;化学;kagaku;chemistry;11813
995;種目;syumoku;event;11807
996;同士;doosi;fellow;11790
997;武器;buki;weapon;11784
998;抵抗;teikoo;resistance;11779
999;指数;sisuu;index;11767
1000;反省;hansei;reflection;11735
1001;教師;kyoosi;teacher;11734
1002;救済;kyuusai;relief;11713
1003;専務;senmu;"managing director";11712
1004;移植;isyoku;transplanting;11711
1005;行使;koosi;use;11699
1006;顧問;komon;adviser;11694
1007;天皇;tennoo;"Emperor of Japan";11678
1008;和平;wahei;peace;11678
1009;戦闘;sentoo;battle;11675
1010;連立;renritu;alliance;11662
1011;読者;dokusya;reader;11642
1012;創設;soosetu;establishment;11633
1013;資源;sigen;resources;11625
1014;感謝;kansya;thanks;11616
1015;約束;yakusoku;arrangement;11613
1016;支給;sikyuu;provision;11609
1017;拠点;kyoten;position;11608
1018;周囲;syuui;surroundings;11605
1019;制作;seisaku;work;11513
1020;提言;teigen;proposal;11501
1021;自主;zisyu;independence;11496
1022;原告;genkoku;plaintiff;11492
1023;官僚;kanryoo;bureaucrat;11481
1024;好調;kootyoo;favourable;11463
1025;後援;kooen;support;11462
1026;国債;kokusai;"national debt";11461
1027;献金;kenkin;donation;11460
1028;支部;sibu;branch;11450
1029;材料;zairyoo;ingredients;11440
1030;大半;taihan;majority;11436
1031;難民;nanmin;refugees;11403
1032;模様;moyoo;pattern;11403
1033;会計;kaikei;account;11393
1034;諮問;simon;question;11385
1035;支局;sikyoku;"branch office";11384
1036;予防;yoboo;prevention;11377
1037;海上;kaizyoo;sea;11362
1038;廃棄;haiki;disposal;11359
1039;未来;mirai;"the future";11355
1040;店舗;tenpo;shop;11352
1041;設備;setubi;equipment;11350
1042;顧客;kokyaku;customer;11347
1043;象徴;syootyoo;symbol;11329
1044;電力;denryoku;"electric power";11327
1045;移動;idoo;movement;11315
1046;少女;syoozyo;"little girl";11313
1047;先進;sensin;seniority;11292
1048;位置;iti;place;11290
1049;違法;ihoo;illegal;11289
1050;予測;yosoku;prediction;11265
1051;編成;hensei;composition;11230
1052;計算;keisan;calculation;11225
1053;単独;tandoku;sole;11204
1054;捜索;soosaku;search;11201
1055;各社;kakusya;"all companies";11198
1056;感覚;kankaku;sense;11196
1057;発揮;hakki;exhibition;11195
1058;損害;songai;damage;11194
1059;金額;kingaku;"amount of money";11193
1060;要望;yooboo;"demand for";11189
1061;当然;toozen;natural;11167
1062;双方;soohoo;"two way";11160
1063;施行;sikoo;execution;11141
1064;出馬;syutuba;running;11134
1065;収益;syuueki;earnings;11130
1066;県立;kenritu;prefectural;11117
1067;債務;saimu;debt;11113
1068;出発;syuppatu;departure;11094
1069;納得;nattoku;consent;11094
1070;移籍;iseki;"changing household registry";11090
1071;国防;kokuboo;"national defence";11082
1072;南北;nanboku;"south and north";11063
1073;前提;zentei;preamble;11060
1074;工業;koogyoo;industry;11037
1075;整理;seiri;sorting;11031
1076;代理;dairi;representation;11031
1077;半分;hanbun;half;11022
1078;見解;kenkai;opinion;11020
1079;用意;yooi;preparation;11016
1080;鉄道;tetudoo;railroad;11015
1081;特殊;tokusyu;special;11010
1082;低迷;teimei;"hanging low";11008
1083;野菜;yasai;vegetable;10976
1084;党内;toonai;party-internal;10970
1085;雑誌;zassi;journal;10967
1086;突破;toppa;"breaking through";10966
1087;横綱;yokozuna;yokozuna;10965
1088;教員;kyooin;"teaching staff";10953
1089;最低;saitei;least;10939
1090;解放;kaihoo;release;10929
1091;追及;tuikyuu;investigation;10927
1092;省庁;syootyoo;"ministries and government offices";10898
1093;教室;kyoositu;classroom;10896
1094;新規;sinki;new;10886
1095;感想;kansoo;impressions;10880
1096;絶対;zettai;absolutely;10871
1097;建物;tatemono;building;10856
1098;暴力;booryoku;violence;10843
1099;会館;kaikan;"meeting hall";10829
1100;歓迎;kangei;welcome;10822
1101;感情;kanzyoo;emotion;10820
1102;報酬;hoosyuu;remuneration;10775
1103;評論;hyooron;criticism;10769
1104;国務;kokumu;"affairs of state";10761
1105;基金;kikin;fund;10750
1106;結局;kekkyoku;"after all";10749
1107;紛争;hunsoo;dispute;10738
1108;現職;gensyoku;"present post";10703
1109;死刑;sikei;"death penalty";10656
1110;保証;hosyoo;guarantee;10652
1111;範囲;hani;extent;10623
1112;看護;kango;nursing;10535
1113;公認;koonin;"official recognition";10520
1114;日常;nitizyoo;ordinary;10514
1115;入場;nyuuzyoo;entrance;10503
1116;交付;koohu;delivering;10491
1117;電車;densya;train;10474
1118;内野;naiya;infield;10469
1119;促進;sokusin;promotion;10463
1120;安心;ansin;relief;10457
1121;職業;syokugyoo;occupation;10454
1122;多様;tayoo;diverse;10449
1123;自体;zitai;itself;10437
1124;記載;kisai;record;10426
1125;和解;wakai;reconciliation;10416
1126;手紙;tegami;letter;10396
1127;割合;wariai;rate;10394
1128;無理;muri;unreasonable;10390
1129;長女;tyoozyo;"eldest daughter";10371
1130;集会;syuukai;meeting;10363
1131;中旬;tyuuzyun;"middle of a month";10360
1132;美術;bizyutu;art;10360
1133;到着;tootyaku;arrival;10358
1134;言及;genkyuu;reference;10356
1135;同国;dookoku;"the same country";10345
1136;解明;kaimei;clarification;10344
1137;症状;syoozyoo;symptoms;10336
1138;依頼;irai;request;10319
1139;勧告;kankoku;advice;10315
1140;書類;syorui;documents;10300
1141;革命;kakumei;revolution;10294
1142;要因;yooin;"main cause";10281
1143;学会;gakkai;"scientific society";10279
1144;外野;gaiya;outfield;10263
1145;異常;izyoo;strangeness;10260
1146;生物;seibutu;"living things";10257
1147;人材;zinzai;"capable person";10254
1148;当面;toomen;current;10236
1149;注文;tyuumon;order;10235
1150;相場;sooba;"market price";10233
1151;警備;keibi;defense;10217
1152;正常;seizyoo;normalcy;10153
1153;許可;kyoka;permission;10122
1154;補償;hosyoo;compensation;10105
1155;効率;kooritu;efficiency;10098
1156;可決;kaketu;approval;10089
1157;振興;sinkoo;promotion;10076
1158;社説;syasetu;editorial;10073
1159;発信;hassin;dispatch;10068
1160;衛星;eisei;satellite;10063
1161;常務;zyoomu;"managing director";10062
1162;現役;geneki;"active duty";10029
1163;控訴;kooso;"koso appeal";9988
1164;預金;yokin;deposit;9988
1165;差別;sabetu;discrimination;9968
1166;判定;hantei;judgement;9955
1167;文字;mozi;letter;9920
1168;選抜;senbatu;selection;9884
1169;国境;kokkyoo;"national border";9853
1170;選出;sensyutu;election;9850
1171;残念;zannen;deplorable;9847
1172;起用;kiyoo;appointment;9834
1173;決着;kettyaku;conclusion;9832
1174;満足;manzoku;satisfaction;9821
1175;通過;tuuka;"passage through";9800
1176;加速;kasoku;acceleration;9783
1177;容認;yoonin;approval;9775
1178;決断;ketudan;decision;9768
1179;設計;sekkei;plan;9763
1180;二塁;nirui;"second base";9702
1181;公約;kooyaku;"public commitment";9699
1182;次官;zikan;vice-minister;9684
1183;失業;situgyoo;unemployment;9675
1184;手法;syuhoo;technique;9666
1185;凍結;tooketu;freeze;9666
1186;観客;kankyaku;audience;9662
1187;給付;kyuuhu;payment;9660
1188;比率;hiritu;ratio;9654
1189;法廷;hootei;courtroom;9654
1190;虐待;gyakutai;abuse;9650
1191;先行;senkoo;preceding;9647
1192;財団;zaidan;foundation;9630
1193;定期;teiki;"fixed period";9621
1194;経緯;keii;details;9619
1195;給与;kyuuyo;pay;9618
1196;示唆;sisa;suggestion;9612
1197;視点;siten;opinion;9593
1198;未満;miman;"less than";9585
1199;火災;kasai;conflagration;9580
1200;育成;ikusei;rearing;9576
1201;決意;ketui;decision;9566
1202;基盤;kiban;foundation;9549
1203;任期;ninki;"term of office";9521
1204;俳優;haiyuu;actor;9515
1205;署名;syomei;signature;9513
1206;入札;nyuusatu;bid;9480
1207;構築;kootiku;construction;9479
1208;派閥;habatu;clique;9468
1209;感動;kandoo;"being deeply moved emotionally";9462
1210;証明;syoomei;proof;9461
1211;実力;zituryoku;ability;9448
1212;同点;dooten;deadlock;9393
1213;物価;bukka;"prices of commodities";9366
1214;飛行;hikoo;aviation;9359
1215;態度;taido;attitude;9355
1216;大賞;taisyoo;"big prize";9353
1217;車両;syaryoo;"rolling stock";9332
1218;初戦;syosen;"first match";9276
1219;唯一;yuiitu;only;9272
1220;課税;kazei;taxation;9265
1221;当地;tooti;"this place";9265
1222;異例;irei;exception;9225
1223;同意;dooi;agreement;9223
1224;途上;tozyoo;"en route";9202
1225;在日;zainiti;"in Japan";9190
1226;総長;sootyoo;president;9189
1227;抑制;yokusei;control;9186
1228;診療;sinryoo;"medical examination and treatment";9184
1229;信用;sinyoo;confidence;9176
1230;中部;tyuubu;center;9163
1231;新党;sintoo;party;9150
1232;実感;zikkan;"real feeling";9146
1233;校長;kootyoo;principal;9141
1234;滞在;taizai;stay;9141
1235;回転;kaiten;rotation;9130
1236;常任;zyoonin;standing;9130
1237;機器;kiki;device;9129
1238;柔道;zyuudoo;judo;9101
1239;講師;koosi;lecturer;9082
1240;空気;kuuki;air;9066
1241;警告;keikoku;warning;9051
1242;参入;sannyuu;entering;9045
1243;延期;enki;postponement;9027
1244;瞬間;syunkan;moment;9017
1245;不要;huyoo;unnecessary;9007
1246;支出;sisyutu;expenditure;8997
1247;提訴;teiso;"presenting a case";8996
1248;入学;nyuugaku;"entry to school or university";8982
1249;策定;sakutei;decision;8978
1250;放棄;hooki;abandonment;8972
1251;聴取;tyoosyu;listening;8963
1252;手段;syudan;means;8952
1253;複雑;hukuzatu;complex;8948
1254;合同;goodoo;combination;8940
1255;新設;sinsetu;"newly organized";8932
1256;老人;roozin;"the aged";8931
1257;重大;zyuudai;serious;8928
1258;権限;kengen;power;8926
1259;農家;nooka;farmer;8926
1260;査察;sasatu;inspection;8922
1261;兵士;heisi;soldier;8919
1262;税率;zeiritu;tariff;8914
1263;王者;oozya;king;8909
1264;知識;tisiki;knowledge;8908
1265;移転;iten;moving;8904
1266;前期;zenki;"first term";8889
1267;連結;renketu;concatenation;8888
1268;女優;zyoyuu;actress;8887
1269;偽造;gizoo;forgery;8873
1270;三塁;sanrui;"third base";8869
1271;教諭;kyooyu;teacher;8851
1272;四球;sikyuu;"four balls";8848
1273;得意;tokui;triumph;8831
1274;主将;syusyoo;commander-in-chief;8826
1275;進展;sinten;progress;8826
1276;審判;sinpan;refereeing;8824
1277;暴行;bookoo;assault;8824
1278;開設;kaisetu;establishment;8816
1279;比較;hikaku;comparison;8797
1280;研修;kensyuu;training;8775
1281;政界;seikai;"political world";8768
1282;武力;buryoku;"armed might";8765
1283;把握;haaku;grasp;8745
1284;談合;dangoo;consultation;8741
1285;著書;tyosyo;"literary work";8741
1286;初日;syoniti;"first or opening day";8739
1287;損失;sonsitu;loss;8739
